id;Name;Title;Publication;Year;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Music;Composer;Music_year;Source;Notation;Music_gtitle;Comment_m;;
232;Лесник;Не булатный нож режет грудь мою;СО, 1839.  т. 9. Стихотворения. С. 10-11;1839;Две русские песни;;1839;periodical;Пс2;reg;unrhymed;core;;;;;;;;;
233;Линдфорс, Н.;Ах скоро ль душа девица;Стихотворения Николая Линдфорса. СПб., 1834. С. 61-62;1834;Русская песня;;1834;collection;Я3дм;reg;unrhymed;core;;;;;;;;;
234;Линдфорс, Н.;Что в лесочке пташечка;Стихотворения Николая Линдфорса. СПб., 1834. С 63;1834;Русская песня;;1834;collection;Х3д + Пс;reg;unrhymed;core;;;;;;;;;
235;Лисицына, М.;Сердцу милая девица;Лисицына, М. Стихи и проза М. Лисицыной. М., 1829. С. 4-6 + Венера.М., 1831. Подп. ъ + Дамский журнал 1828, кн. 21. с. 32;1828;Песня;;1828;periodical;Х4жм;reg;unrhymed;core;;;;;;;;;
236;М. - С-пъ;Что дитятко, что милое;Лит.прибав. Рус. Инвалид. 1833, № 7, янв. 25, С. 55;1833;Недобрый сон. Русская мелодия;;1833;periodical;Я3д;reg;occ;core;;;;;;;;;
237;Маздорф, А.К.;Ноченька мрачная что ты так длишься;Вестн. Европы. - 1818. - Ч.101, N 19. - С.179-180.;1818;Песня;;1818;periodical;Д4жм;reg;rhymed;core;;;;;;;;;
238;Макаров, М.Н.;Было время когда грусти я не знал;Русское национальное песнопение. М., 1809. С. 24-25;1807;;-ъ;1807;collection;Х6м;reg;rhymed;core;;;;;;;;;
239;Макаров, М.Н.;Говорят, что нет несноснее;Русское национальное песнопение. М., 1809. С. 77-78;1806;;-ъ;1806;collection;Х4д;reg;unrhymed;core;;;;;;;;;
240;Макаров, М.Н.;Ты не жди меня моя милая;Русское национальное песнопение. М., 1809. С. 102-103;1807;;-R. На голос: Ты душа моя, красна девица. Посвящена от автора Ктрн. Алксвн. Крлвой в 24 день ноября 1807;1807;collection;Пс;reg;unrhymed;core;;;;;;;;;
241;Макаров, М.Н.;Если б знал я красна девица душа;Русское национальное песнопение. М., 1809. С. 170-172;1808;;-въ;1808;collection;Х6м;reg;rhymed;core;;;;;;;;;
242;Макаров, М.Н.;Грусть тиранит сердце бедного;Русское национальное песнопение. М., 1809. С. 232-233;1805;;-въ;1805;collection;Х4д;reg;occ;core;;;;;;;;;
243;Макаров, М.Н.;Вечор был я у Никитских у ворот;Русское национальное песнопение. М., 1809. С. 274-275;1809;;.ъ На голос: вечер был я на почтовом на дворе и проч.;1809;collection;Х6м;reg;occ;core;;;;;;;;;
244;Макаров, М.Н.;Ты здесь была - я рай вкушал;Русское национальное песнопение. М., 1809. С. 275-276;1809;;.ъ На голос: АХ девица, красавица!;1809;collection;Я34дм;unreg;rhymed;core;;;;;;;;;
245;Макаров, М.Н.;Расцветайте в саду алые цветы;Русское национальное песнопение. М., 1809. С. 330-331;1808;;-ва. На голос: тошно матушка весною жить одной (Местечко роздянька);1808;collection;Х6м;reg;rhymed;core;;;;;;;;;
246;Макаров, М.Н.;Вечор я у милого радостью была;Русское национальное песнопение. М., 1809. С. 332;1808;;- ва. (местечко роздянька);1808;collection;Аф4м;unreg, перебои;occ;core;;;;;;;;;
247;Макаров, М.Н.;Ты напрасно по Никитской проходил;Русское национальное песнопение. М., 1809. С. 391-392;1809;;- а - я - а - я (ответ на Вечор был я у Никитских у ворот. На с. 393 помещна с некоторыми разночтениями песня Грамматина Проходи ты лето красное скорей под той же подписью;1809;collection;Х6м;reg;occ;core;;;;;;;;;
248;Макаров, М.Н.;Среди лесов;ВЕ, 1823, № 9, с. 26-29;1823;Князь Славянский в плену;типа черногорские песни, с 25. списана слово в слово;1823;periodical;Аф1д;unreg(Я1д + Я2м?);unrhymed;core;;;;;;;;;
249;Макаров, М.Н.;Владислав! Душа-надежда;ВЕ, 1823, № 9, с. 24-26;1823;Владислав и Людмила;;1823;periodical;Х43ж;reg;unrhymed;core;;;;;;;;;
250;Малышев, Г.;Буйный ветер воет;Стихотворения. М., 1848. С. 3-4;1828;Песня русского воина под Варною, в 1828 году;;1848;collection;Х32ж;unreg;unrhymed;core;;;;;;;;;
251;Малышев, Г.;Еду в бой кровавый;Стихотворения. М., 1848. С. 15-16;1848;Разлука;;1848;collection;Х3ж;reg;rhymed;core;;;;;;;;;
252;Малышев, Г.;В высоком тереме;Стихотворения. М., 1848. С. 26-27;1848;Моей невесте;;1848;collection;Я3ж + Я2д;unreg;rhymed;core;;;;;;;;;
253;Малышев, Г.;По дорожке пыль столбом летит;Стихотворения. М., 1848. С. 30;1848;Русская песня;;1848;collection;Х5м + Х4м;reg;rhymed;core;;;;;;;;;
254;Мартынов, В.;Вы скажите мне люди добрые;Литературная газета 1843. № 40, 10 окт. С. 716-717;1843;Две русские песни;;1843;periodical;Пс;unreg;unrhymed;core;;;;;;;;;
255;Междуделье;Появилася туча черная;Междуделье. М., 1848. С. 48-50;1848;Туча;;1848;periodical;Пс2;reg;unrhymed;core;;;;;;;;;
256;Междуделье;Ты раздолье наше, темный лес;Междуделье. М., 1848. С. 60-64;1848;Дума разбойника;;1848;periodical;Х4д;unreg;unrhymed;core;;;;;;;;;
257;Междуделье;Не ужель от  твоих очей;Междуделье. М., 1848. С. 109-110;1848;;;1848;periodical;Ан2д;unreg;rhymed;core;;;;;;;;;
258;Междуделье;Бусурманский ворожей, Скобей Ящерин;Междуделье. М., 1848. С. 148;1848;Песня (Из древней рукописи);;1848;periodical;Тактовик-3;unreg;unrhymed;core;;;;;;;;;
259;Междуделье;Ах и где еще такой есть молодец;Междуделье. М., 1848. С. 149-150;1848;Свадебная песня (употреблявшаяся в старину на сговорах);;1848;periodical;Тактовик-3;unreg;unrhymed;core;;;;;;;;;
260;Мерзляков;Среди долины ровныя;ВЕ, 1810, № 2. С. 92. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 57-58;1810;;;1810;periodical;Я3дм;reg;rhymed;core;;;;;;;;;
261;Мерзляков;Я не думала ни о чем в свете тужить;Собрание русских стихотворений, ч. 3. Спб., 1810. С. 303-304. (Впервые: “Три народные русские песни для пения и фортепьян” Д.Н. Кашина) Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 58-59;1803;;;1810;periodical;Х6м;unreg;rhymed;core;;;;;;;;;
262;Мерзляков;Не липочка кудрявая;Денница. М., 1830. С. 111-113Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 60-61;1810;Русская песня;;1830;periodical;Аф2дж + Я3д;unreg;unrhymed;core;;;;;;;;;
263;Мерзляков;Вылетала бедна пташка на долину;Песни и романсы. М., 1830. (Впервые: Новейший и полный российский общенародный песенник. М., 1810. С. 120-121 + указание на музыку). Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 61-62;1810;;;1830;collection;Х6ж;reg;unrhymed;core;;;;;;;;;
264;Мерзляков;Ах что ж ты голубчик;Песни и романсы. М., 1830. (Впервые: Журнал отечественной музыки на 1806 год, издаваемый Д. Кашиным. М., 1806, № 5, с. 5. без подписи) Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 62-63;1806;;;1830;collection;Ан +Аф;unreg;unrhymed;core;;;;;;;;;
265;Мерзляков;Чернобровый черноглазый;Песни и романсы. М., 1830. Впервые: Журнал отечественной музыки на 1806 год, издаваемый Д. Кашиным'. М., 1806, № 4. С. 8 – 9. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 63-64;1806;;;1830;collection;Х43ж;unreg;unrhymed;core;melody;Кашин, Д.Н.;1813;Три народные русские песни. Для пения и фортепиано, Посвящены госуадрыне Елисавете Алексеевне Д. Кашиным. Дальмас, [1813];Для пения и фортепиано;;;;
266;Мерзляков;Что не девица во тереме своем;ВЕ, 1805, № 9 (с. 43-44) Мерзляков, А.Ф. Стихотворения. Л., 1958. С.64-65;1805;Чувства в разлуке;;1805;periodical;Х6м;reg;rhymed;core;;;;;;;;;
267;Мерзляков;Что мне делать в тяжкой участи своей;ВЕ, 1805, № 6. С. 130-133 + Журнал российской словесности, 1805, № 12. С. 169-172. (Мерзляков, А.Ф. Стихотворения. Л., 1958. С.64-66);1805;Сельская элегия;;1805;periodical;Х6м;reg;unrhymed;core;;;;;;;;;
268;Мерзляков;Ах девица красавица;Песни и романсы. М., 1830. Впервые: Журнал отечественной музыки на 1806 год, издаваемый Д. Кашиным'. М., 1806, № 4. С. 12. Мерзляков, А.Ф. Стихотворения. Л., 1958. С.66-67;1806;;;1830;collection;Дк3д;unreg;unrhymed;core;;;;;;;;;
269;Мерзляков;Тошно девице ждать мила друга;Песни и романсы. М., 1830. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 67-68;1810;Ожидание;;1830;collection;Пс2;unreg;unrhymed;core;;;;;;;;;
270;Мерзляков;Для чего летишь соловушко к садам;Денница. М., 1830. С. 89-90. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 69-70;1810;Соловушко;;1830;periodical;Х6м;reg;rhymed;core;;;;;;;;;
271;Мерзляков;Под березой где прозрачный ключ шумит;Песни и романсы. М., 1830. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 71;1810;;;1830;collection;Х6м;reg;rhymed;core;;;;;;;;;
272;Мерзляков;Мой безмолвный друг опять к тебе иду;Песни и романсы. М., 1830. Мерзляков, А.Ф. Стихотворения. Л., 1958. С. 72;1810;;;1830;collection;Х6м;reg;rhymed;core;;;;;;;;;
273;Минаев, Д.;Как по морю было синему;Новогодник. Собрание сочинений в прозе и стихах…СПб., 1839. С. 363-364;1839;Песня;;1839;periodical;Ан3д;unreg (пербои, цезурн усечения);unrhymed;core;;;;;;;;;
274;Михайлов, М.И.;Что не сокол я лихой;Литературная газета 1847. № 49, 7 августа. С. 774;1847;Вассал;;1847;periodical;Х4м;reg;rhymed;periph;;;;;;;;;
275;Мочалов, П.С.;Ах ты солнце солнце красное;Литературный кабинет. М., 1842 Ч. 2.;1842;;;1842;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
276;Мочалов, П.С.;Старый бор черный бор;Литературный кабинет. М., 1842 Ч. 2.;1842;;;1842;periodical;Ан2м;unreg;rhymed;core;;;;;;;;;
277;Мочалов, П.С.;Дайте слово, научите;Литературный кабинет. М., 1842. 1842 Ч. 2. С. 11-12;1842;Русское спасибо;;1842;periodical;Х4жм + Х4д + Пс2;unreg;unrhymed;core;;;;;;;;;
278;Мятлев, И.П.;Что ты ветка бедная;Собрание стихотворений. Спб., 1835. + с муз. Титова + Маяк, 1841, т. 19. Мятлев, И.П. Стихотворения. Л., 1969. С. 58;1834;Плавающая ветка;;1841;periodical;Х3дм;reg;rhymed;core;melody;Титов, Н.А.;1834;Что ты ветка бедная. Русская песня. Посвящена Варваре Петровне Бибиковой. Спб., литогр. П.Резелиуса, 1834. 3 с. РНБ;Для голоса с фортепиано;Русская песня;;;
279;Мятлев, И.П.;Молодая пташечка;Полное собрание сочинений И.П. Мятлева в трех двух томах, 1857, т.1, с.23. Мятлев, И.П. Стихотворения. Л., 1969. С. 62-63;1839;;;1857;collection;Х3дм;reg;rhymed;core;;;;;;;;;
280;Н. В.;Есть заветная светлица;СО, 1840. т. 3. С. 591-592;1840;Светлица;;1840;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
281;Н.Ш. (м.б. Н. Шигаев. (Рассказы и повести. Перев. 4. ч. Спб. 1835. );Вот стоит она лебедь белая;БдЧ. 1841, Т. 44. Стих. С. 104.;1841;Русская красавица;;1841;periodical;Пс2;unreg;unrhymed;core;;;;;;;;;
282;Надеждина, Э.;Говорил мне мил сердечный друг когда-то;Невский альбом. СПб., 1838. С. 160;1831;Локон;;1838;periodical;Х6ж;reg;unrhymed;core;;;;;;;;;
283;Наумова,А.А.;Ждать люблю вечерню зорю;Наумова, А.А. Уединенная муза закамских берегов. М., 1819. С. 201-203;1815;Романсы и песенки;;1819;collection;Х4жм;reg;rhymed;periph;;;;;;;;;
284;Наумова,А.А.;Во все стороны голубка как стрела летала;Наумова, А.А. Уединенная муза закамских берегов. М., 1819. С. 38-39;1815;Русские песни;;1819;collection;Х7 (Х4ж + Х3ж);unreg;rhymed;periph;;;;;;;;;
285;Наумова,А.А.;Молодушка молодая по полю ходила;Наумова, А.А. Уединенная муза закамских берегов. М., 1819. С. 40-43;1815;Русские песни;;1819;collection;Х7 (Х4ж + Х3ж);unreg;rhymed;periph;;;;;;;;;
286;Нетанов;Прочь тоска змея;Литературная газета 1848. № 15, 15 апреля. С. 228;1848;Песня;;1848;periodical;Пс;reg;unrhymed;core;;;;;;;;;
287;Ниркомский;Матушка голубушка;БдЧ, 1838, т.29. Стихотворения. С. 51-52;1838;;;1838;periodical;Х3дм;reg;rhymed;core;melody;Титов, Н.А.;NA;Матушка голубушка.  Сл. Ниркомского. Не найдет. Сведения: Булич С.К. Дедушка русского романса Н.А. Титов. Спб., 1900. С. 44-45;Для голоса с фортепиано;;;;
288;Ниркомский;Ты не плачь, родимый батюшка;БдЧ. 1838, т. 29.Стихотв. С. 52-53;1838;Три русские песни (Ниркомский + Д. Пельский);;1838;periodical;Х4д;unreg;unrhymed;core;;;;;;;;;
289;О - л - а.;Красавице-девице любить не велили;Литературная газета. 1840. №  75, сент 11 С. 1582, 1645-1646;1840;Русская песня;(из собрания рязанских простонародных песен);1840;periodical;Аф4жм;unreg;rhymed;core;;;;;;;;;
290;О - л - а.;Я вечор млада;Литературная газета. 1840. №  75, сент 11 С. 1582, 1646-1647;1840;Цыганская песня;(Из собрания старых и новых цыганских песен);1840;periodical;Пс;reg;occ;core;;;;;;;;;
291;Ободовский, П.Г.;Ты не плачь не тоскуй;Памятник отеч.муз 1827. С. 197-198;1827;Русская песня;;1827;periodical;Ан2м;unreg (цезурн наращение? Х4мжм);rhymed;core;;;;;;;;;
292;Ободовский, П.Г.;Не плачь не плачь красавица;Невск. Альманах на 1830 г. СПб., 1829;1829;Песня;;1829;periodical;Я3дм;reg;rhymed;core;;;;;;;;;
293;Ободовский, П.Г.;Что туман клубится облаком;Карманная книжка для любителей русской старины и словесности. СПб., 1829 (ц.р. 18 марта 1829). С. 393-394;1829;Тверская песня;;1829;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
294;Огарев, Н.П.;Выпьем, что ли, Ваня;;1841;Кабак;;1842;periodical;Х3ж;reg;rhymed;periph;;;;;;;;;
295;Одоевский, А.И.;По дороге столбовой;Русская беседа, 1859, № 14, с. 4-5. Полное собрание стихотворений князя А.И. Одоевского. СПб., 1883. С. 87-88 (+ БП 1958);1831;Далекий путь;;1859;periodical;Х4мд;reg;rhymed;core;;;;;;;;;
296;Одоевский, А.И.;Грозный злобно потешается;Кубасов, Декабрист А.И. Одоевский. Спб., 1922.;1830;Кутья;;1922;collection;Х4дм;reg;unrhymed;periph;;;;;;;;;
297;Ознобишин, Д.;Гуляет по Дону казак молодой;Московский наблюдатель, 1836, май, кн. 1. (Поэты 1820-1830-х гг. Л., 1972. Т.2. С. 97-98);1835;Чудная бандура;;1836;periodical;Аф4м;reg;rhymed;periph;;;;;;;;;
298;Остолопов, Н.Ф.;Ах не лебедь ходит белая;Свиток муз. Спб., 1803. Кн. 2. C. 51-53. (Остолопов. Прежние досуги, М. 1816. С. 61-62);1802;Бедная дуня;;1803;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
299;Остолопов, Н.Ф.;Не бушуйте ветры буйные;Журнал российской словесности, 1805, № 2. С. 96. + Остолопов. Прежние досуги, М. 1816. С. 75-76 (В. Полевых цветах на 1828 г. - С.245-246. типа украл А. Сергеев напечатал текст, внизу подписал Бурная полночь. 14 октября 1815 г.;1805;Русская песня;;1805;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
300;Остолопов, Н.Ф.;Солнце красное оставь ты небеса;Остолопов. Прежние досуги, М. 1816. С. 76-77 + Вестн. Европы. 1816.  Ч.89, N 19 20. С.207. + Любитель словесности.  1806. Ч.1,  N 3. С.269.;1806;;(На голос простонародной песни: Скучно, грустно мне в деревне жить одной);1806;periodical;Х6м;reg;rhymed;core;;;;;;;;;
301;П. Н. - въ.;Была пора когда цветы;Русский альманах на 1832 и 1833 годы. СПб., 1832;1832;Русская песня;;1832;periodical;Я3д;reg;unrhymed;core;;;;;;;;;
302;П.Я. (14.33);Кто со мной молодой;Цинтия на 1832. М., 1831. С. 86-87;1831;Песня;надо проверять ценз. Разрешение? Указан 7 февраля, 1830. Опечатка?;1831;periodical;Х223ммж;reg;rhymed;core;;;;;;;;;
303;Пальм, А.;Не шуми ты мать зеленая дубровушка;Литературная газета 1845. № 21, 7 июня. С. 717;1845;Русская песня;метастихотворение;1845;periodical;Я6жм;unreg;rhymed;periph;;;;;;;;;
304;Панаев, В.И.;Не спеши моя красавица постой;Поэты 1820-1830-х гг. Л., 1972. Т.1.С. 197 (Памятн. Отеч. Муз на 1827 г., с. 14) Рус. Инвалид. Лит прибавл. 1835 № 5, 16 янв. С. 39;1827;;;1827;periodical;Х6м;reg;rhymed;core;;;;;;;;;
305;Панаев, В.И.;Скажи мне, родимая;Поэты 1820-1830-х гг. Л., 1972. Т.1.С. 197-198 (Невский альманах на 1827. СПб., 1826. С. 98-99. Ценз. Разр. Октября 27);1826;Мать и дочь (опыт русской идиллии);;1826;periodical;Аф2д;reg;unrhymed;core;;;;;;;;;
306;Пельский, Д.;Радость дней моих;БдЧ. 1838, т. 29.Стихотв. С. 53-54;1838;Три русские песни (Ниркомский + Д. Пельский);;1838;periodical;Пс;reg;unrhymed;core;;;;;;;;;
307;Переведенцев, М.;Эй вы соколики;Литературная газета 1848. № 32, 12 августа. С. 503;1848;Песня русского ямщика на чужбине;;1848;periodical;Д23дм;reg;rhymed;core;;;;;;;;;
308;Петров, И.;Березонька ль кудрявая;Лит.прибав. Рус. Инвалид. 1832, № 48. С. 383 + Утреняя звезда. М., 1834. кн. 1. С. 162-163 с названием Заветное кольцо. Русская песня;1832;Русская песня (Красноярск);;1832;periodical;Я3д;reg;occ;core;;;;;;;;;
309;Подолинский, А.И.;Что в сыром бору от солнышка;Подолинский. Сочинения. Т.1. 1860. С.278-279;1837;Русская песня;;1837;collection;Х4д;unreg;unrhymed;core;;;;;;;;;
310;Полежаев, А.И.;У меня ль молодца;Полежаев 1832;1832;Песни;;1832;collection;Х3м;reg;rhymed;core;;;;;;;;;
311;Полежаев, А.И.;Там на небе высоко;Полежаев 1832;1832;Песни;;1832;collection;Х4м;reg;rhymed;core;;;;;;;;;
312;Полежаев, А.И.;Мне наскучило девице;Арфа. Стихотворения А. Полежаева. М., 1838;1835;Сарафанчик;;1838;collection;Х4жжм;unreg;rhymed;core;;;;;;;;;
313;Полежаев, А.И.;Разлюби меня покинь меня;Телескоп, 1836. Ч. 33, № 9. (Гусев);1836;;;1836;periodical;Х4д;reg;rhymed;core;melody;Девитте, Н.П,;1846;Раздумье: разлюби меня, покинь меня. Не найден. Сведения: Catalogue general du magazine de musique et cabinet de lecture de A. Gabler. St.-Pet., 1846. РГБ;Раздумье;;;;
314;Полежаев, А.И.;Долго ль будет вам без умолку идти;Литературные прибавления к Русскому Инвалиду. Спб., 1838, № 23, 4 июня. С. 444;1836;;;1838;periodical;Х6м + Х4м;unreg;rhymed;core;;;;;;;;;
315;Политковский, Г.Г.;Понесися по поднебесью;СО, 1813, № 52, с. 293-294;1813;Песня петерубргских жителей на отъезд Царицы-Матушки к Царю-Батюшке. Декабря 19 дня 1813;;1813;periodical;Пс2 + Х4д;unreg;unrhymed;core;;;;;;;;;
316;Пороховой, А.;Отворю окно посмотрю я в даль;Литературная газета 1843. № 40, 10 окт. С. 717;1843;Две русские песни;;1843;periodical;Пс;reg;unrhymed;core;;;;;;;;;
317;Почтенная дама;Ты спокойся сердце бедное;Амфион. - 1815. - Книжка 6. - С.112-115.;1815;Песня;“присылкою сих стихов удостоила нас неизвестная почтенная дама”;1815;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
318;Пуговишников, А.М.;Красна девица печальна и бледна;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х6м;reg;rhymed;core;;;;;;;;;
319;Пуговишников, А.М.;Что же делать? Житье горько;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х43ж;reg;rhymed;core;;;;;;;;;
320;Пуговишников, А.М.;А с чего же мне теперь;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня (национальная, веселая);;1838;collection;Х43мж;unreg (перебои, неурег.клаузула);unrhymed;core;;;;;;;;;
321;Пуговишников, А.М.;Вот теперь-то я молодчик;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская элегия;(ОРЛОВ? См. Простонар. Песни 1832);1838;collection;Х43ж;unreg (перебои);unrhymed;core;;;;;;;;;
322;Пуговишников, А.М.;Ветер, резкий ветерок;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х43ж;unreg;occ;core;;;;;;;;;
323;Пуговишников, А.М.;Добрый молодец я в поле;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х4жм;reg;rhymed;core;;;;;;;;;
324;Пуговишников, А.М.;Течет речка, речка быстрая;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х4д;reg;occ;core;;;;;;;;;
325;Пуговишников, А.М.;Сердцу милый, друг любезный;Пуговишников М., 1838. Романсы, песни и стихотворения;1838;Русская песня;;1838;collection;Х43ж;reg;rhymed;core;;;;;;;;;
326;Пуговишников, А.М.;Судьба гонит горемыку;Феномен. Альманах. М., 1832. С. 17-19;1832;Русская песня;;1832;periodical;Х43ж;reg;rhymed;core;;;;;;;;;
327;Пуговишников, А.М.;Во поле мятель;Феномен. Альманах. М., 1832. С. 20-23;1832;Русская песня;;1832;periodical;Аф2мж;unreg (перебои,пер.анакруса, Тактовик-2?);unrhymed;core;;;;;;;;;
328;Пушкин;Девицы красавицы;;1824;;;1824;collection;Х3д;reg;unrhymed;core;melody;Толстой, Ф.М.;1834;Девицы, красавицы // Неделя свободы...соч. Ф. Толстого. Спб., Бернард, 1834. № 7. ВМОМК им. М.И. Глинки, РНБ;;;;;
329;Размахнин, П.Е.;Дуня дуня друг сердечный;Заволжский муравей. 1832, Казань. № 2. С. 81-82.;1832;Русская песня;Пермь.;1832;periodical;Х4жм;reg;rhymed;core;;;;;;;;;
330;Раич, С.Е.;Перекати-поле;Поэты 1820-х (Урания на 1826 г. М., 1825. С. 83-85);1825;Перекати-поле;;1825;periodical;Х43мж;reg;rhymed;periph;;;;;;;;;
331;Римский-Корсаков, А.Я.;Я пойду косить;Подснежник на 1829 г., с. 186.;1829;Песня;;1829;periodical;Пс;reg;unrhymed;core;;;;;;;;;
332;Розен, Е.Ф.;Ягодка ль спелая;Поэты 1820-1830-х гг. Л., 1972. Т.1.С. 570-571 + Альциона, СПб., 1832. с. 43;1831;Песня;;1832;periodical;Д24дж;reg;rhymed;core;;;;;;;;;
333;Ростопчина, Е.П.;Дайте крылья мне перелетные;Утренняя заря. СПб., 1840;1831;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;unrhymed;core;;;;;;;;;
334;Ростопчина, Е.П.;Тучи черные сбираются;Утренняя заря. СПб., 1840;1831;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;rhymed;core;;;;;;;;;
335;Ростопчина, Е.П.;Темно-русые кудри милого;Утренняя заря. СПб., 1840;1831;Простонародные песни (в сб 1841) + Опыты простонародных мелодий (утр. Заря);;1831;periodical;Пс2;reg;rhymed;core;melody;Виельгорский, М.Ю.;1849;Темнорусые кудри милого. Сл. Е. Ростопчиной // Le Nouvelliste. 1849. № 7. С. 278-279. РНБ.;Для голоса с фортепиано;;;;
336;Рябинин, П.;Затмись месяц, затмись полный ты сей час;Северные семена на 1831 год. М., 1831. С. 39-40;1831;Русская песня;;1831;periodical;Х6м;reg;rhymed;core;;;;;;;;;
337;Рябинин, П.;На раките воробей;Северные семена на 1831 год. М., 1831. С. 97-98;1831;Русская песня;;1831;periodical;Х4мж;reg;rhymed;core;;;;;;;;;
338;Свиньин, П.П.;Река быстрая серебристая;СО, 1834, т.42. с. 555-557;1834;Закамская песня;Закамская эта песня существует между простым народом, но не в том облагороженном виде, в каком она здесь является. Она извлечена из нового романа П.П.Свиньина - Ермак, который в непродолжительном времени поступит в печать;1834;periodical;Пс;reg;occ;core;;;;;;;;;
339;Сергеев, А.?;Не дубровушка перед дождичком;Полевые цветы на 1828 год;1828;Песня;Прим.: как и в какое время сия песня сложена, неизвестно, но по ея приступу, изложению и голосу, кажется, что она принадлежит весьма давним предкам нашим. Я слышал оную в 1802 году - симбирской губернии, снегилеевского уезда в селе Ерыкле, - от 136-ти летней старушки Полуехтовой. Изд.;1828;periodical;Пс2+Пс;unreg;unrhymed;periph;;;;;;;;;
340;Серебрянский, А.;Гори гори лучинушка;Памятная книжка Воронежской губернии на 1906 год. Отд. 3, с. 63-64. Серебрянский. Дни нашей жизни. Воронеж, 2001. С. 19-20;1838;К лучине (русская песня);;1906;collection;Я3дм + Х3м;unreg;unrhymed;core;;;;;;;;;
341;Слепушкин;Гори гори лучинушка;Досуги сельского жителя. Спб., 1828.;1828;;;1828;collection;Я3д + Аф2ж;reg;rhymed;core;;;;;;;;;
342;Смирнов, П.;Ах! Судьба ль моя несчастная;Литературный кабинет. М., 1842 Ч. 2. С. 69;1842;Посв. А.П. Славину;;1842;periodical;Х4д;reg;unrhymed;core;;;;;;;;;
343;Смирнов, П.;Не дивитесь, люди добрые;Литературный кабинет. М., 1842 Ч. 2. С. 70-71;1842;Посв. А.П. Славину;;1842;periodical;Х4д;unreg (цез.наращение, Пс);unrhymed;core;;;;;;;;;
344;Смирнов, Ф.;Не павлин плывет;Вестник Европы. 1822. № 7. С. 218-220;1822;Песня;см. Л.Вл.;1822;periodical;Пс;reg;unrhymed;core;;;;;;;;;
345;Соколовский, В.;Мой замочек витой мой замочек витой;Литературная газета 1843. № 5. С. 93 + Литературные прибавления к Русскому Инвалиду. Спб., 1837. № 26, 26 июня. С. 252-253.;1837;Две русские песни;В “Прибавлениях” “Две свадебные песни из большой романтической поэмы “Иоанн IV” (С.Н. Муравьевой). 1. Анастасия (подойдя с подругами к запертым дверям отцовского дома, поет);1837;periodical;Ан42м;reg;rhymed;core;;;;;;;;;
346;Соколовский, В.;Ах ты пеночка пенка моя;Литературная газета 1843. № 5. С. 93 + Литературные прибавления к Русскому Инвалиду. Спб., 1837. № 26, 26 июня. С. 253;1837;Две русские песни;В “Прибавлениях” “Две свадебные песни из большой романтической поэмы “Иоанн IV” (С.Н. Муравьевой). 2. Боярин Роман (отворя белодубные двери);1837;periodical;Ан34мж;reg;rhymed;core;;;;;;;;;
347;Соловьев, С.П.?;Ты не плачь, не тоскуй;Лит. Каб. 1842 Ч. 2. С. 45;1842;Русские песни;;1842;periodical;Ан2м + Х3ж;reg;rhymed;core;;;;;;;;;
348;Соловьев, С.П.?;Ах, ты ночь ли моя;Литературный кабинет. М., 1842 Ч. 2. С. 46;1842;Русские песни;;1842;periodical;Пс;unreg (гипердакт);unrhymed;core;;;;;;;;;
349;Соловьев, Ф.;Ненаглядная бессравненная;Зимцерла. М., 1829. С. 89-92 (цен.разр. Марта 8) + Гирляндочка. Подарок на 1846 год любителям и любительницам русского чтения. М., 1846. С. 35-38. Без подписи. Разночтения в пунктуации;1829;Русская песня;;1829;periodical;Пс;reg;unrhymed;core;;;;;;;;;
